theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Boaventura de Sousa Santos,Pluralistic Legal Orders (Postcolonial) Theory,,Multiple coexisting legalities beyond state monopoly,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",20C-21C,DB,high
Boaventura de Sousa Santos,Epistemologies of the South,,Validating knowledges marginalized by Western reason,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Sociology of Absences and Emergences,,Recovering suppressed experiences and expanding future possibilities,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Abyssal Thinking,,A radical line dividing recognized from invisibilized worlds,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Ecology of Knowledges,,Diverse knowledge systems engaging as epistemic equals,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Subaltern Cosmopolitan Legality,,Bottom-up counter-hegemonic uses of law and rights,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Lucie E. White,Poverty Law Theory,,Law and lawyering centered on the poor's empowerment,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,DB,high
Lucie E. White,Mrs. G. and the Hearing,,Famous account of voice silencing in welfare adjudication,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C,Knowledge,high
Lucie E. White,Third-Dimensional Lawyering,,Empowering clients by reshaping arenas of decision and voice,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,med
Lucie E. White,Collaborative and Community Lawyering,,Lawyers partnering with communities rather than directing them,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,med
David B. Wexler,Therapeutic Jurisprudence (Law),,Law as a social force with therapeutic or harmful effects,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,DB,high
David B. Wexler,Law as Therapeutic Agent,,Legal rules and roles can promote psychological wellbeing,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,high
David B. Wexler,Wine in New Bottles,,Reframing existing legal practices through therapeutic lenses,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",21C,Knowledge,med
David B. Wexler,Problem-Solving Courts,,Courts designed to address underlying behavioral causes,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",21C,Knowledge,med
Bruce J. Winick,Therapeutic Jurisprudence (Law),,Co-founded study of law's therapeutic and antitherapeutic impact,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,DB,high
Bruce J. Winick,Right to Refuse Mental Health Treatment,,Patient autonomy as a therapeutic-jurisprudence principle,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,high
Bruce J. Winick,Civil Commitment Reform,,Rethinking involuntary commitment through wellbeing outcomes,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,med
Bruce J. Winick,Therapeutic Jurisprudence and Sex Offender Law,,Applying wellbeing analysis to coercive criminal regimes,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",21C,Knowledge,med
Paisley Currah,Transgender Legal Theory,,Legal recognition and rights of transgender people,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),21C,DB,high
Paisley Currah,Sex Is as Sex Does,,The state continually defines and administers legal sex,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),21C,Knowledge,high
Paisley Currah,The Multiplicity of Legal Sex,,Different agencies classify sex inconsistently across documents,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),21C,Knowledge,med
Paisley Currah,Transgender Rights (edited volume),,Foundational anthology mapping transgender legal struggles,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),21C,Knowledge,med
Roberto Esposito,Posthuman Law Theory,,Rethinking law beyond the human-centered subject,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,DB,med
Roberto Esposito,Immunitas / Immunization Paradigm,immunitas,Protecting life can negate the very life it shields,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,high
Roberto Esposito,Communitas,communitas,Community is a shared obligation not a property,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,high
Roberto Esposito,Affirmative Biopolitics,,A politics of life affirming rather than subjugating it,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,high
Roberto Esposito,The Impersonal / The Third Person,,Moving beyond the person as juridical and political category,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,med
Jan Klabbers,Global Constitutionalism (Legal) Theory,,Constitutional principles structuring international legal order,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",21C,DB,high
Jan Klabbers,Constitutionalization of International Law,,International law acquires hierarchy values and limits on power,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",21C,Knowledge,high
Jan Klabbers,Law of International Organizations,,Foundational doctrinal framework for institutional accountability,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",21C,Knowledge,high
Jan Klabbers,Virtue Ethics in International Law,,International officials should cultivate practical moral judgment,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",21C,Knowledge,med
David M. Trubek,Law and Development (Critical Theory),,Critique of exporting Western legal models to development,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",20C-21C,DB,high
David M. Trubek,Scholars in Self-Estrangement,,Self-critique that exposed law-and-development's liberal assumptions,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",20C,Knowledge,high
David M. Trubek,New Law and Economic Development,,A revived field linking legal reform and global capitalism,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",21C,Knowledge,med
David M. Trubek,Critical Empiricism in Legal Studies,,Empirical law-and-society work joined to critical theory,LAW,International & Human Rights Law,"C. Global Justice, Constitutionalism & Development",20C-21C,Knowledge,med
Ryan Calo,AI Ethics (Legal),,Legal and ethical governance of artificial intelligence,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,DB,high
Ryan Calo,Robotics and the Law,,Robots' embodiment and emergence pose novel legal challenges,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,high
Ryan Calo,Digital Market Manipulation,,Firms exploit consumer vulnerabilities revealed by data,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,high
Ryan Calo,Privacy Harm Taxonomy,,Classifying subjective and objective privacy injuries,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,med
Ryan Calo,Artificial Intelligence Policy Roadmap,,Framework for governing AI across institutions and rights,LAW,"Digital, Technology & AI Law","B. AI, Algorithms & Automated Decision-Making",21C,Knowledge,med
J.B. Ruhl,Law as a Complex System Theory,,Legal systems behave as adaptive nonlinear complex systems,LAW,"Law, Social Movements & Narrative",C. Legal Complexity & Systems,21C,DB,high
J.B. Ruhl,Law's Complexity and Adaptation,,Law co-evolves with the complex social systems it governs,LAW,"Law, Social Movements & Narrative",C. Legal Complexity & Systems,21C,Knowledge,high
J.B. Ruhl,Ecosystem Services and the Law,,Legal regimes for valuing nature's functional benefits,LAW,"Law, Social Movements & Narrative",C. Legal Complexity & Systems,21C,Knowledge,med
J.B. Ruhl,Panarchy and Legal Resilience,,Adaptive cycles model how legal systems persist and transform,LAW,"Law, Social Movements & Narrative",C. Legal Complexity & Systems,21C,Knowledge,med
Ariela Gross,Law and Collective Memory Theory,,How law constructs and is shaped by shared historical memory,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",21C,DB,high
Ariela Gross,What Blood Won't Tell,,Racial identity was adjudicated through performance not blood,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",21C,Knowledge,high
Ariela Gross,Racial Trials and Identity-on-Trial,,Courtroom contests defined who counted as white,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",20C-21C,Knowledge,high
Ariela Gross,Comparative History of Slavery and Law,,Slavery's legal legacies across the Americas and France,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",21C,Knowledge,med
Marie-Andrée Bertrand,Corporeal Jurisprudence,,The body as a site of legal regulation and meaning,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,20C-21C,DB,med
Marie-Andrée Bertrand,Feminist Criminology,,Critiques how criminal justice treats and constructs women,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,20C-21C,Web,high
Marie-Andrée Bertrand,Anti-Prohibitionism in Drug Policy,,Advocacy for legalizing and state-regulating psychotropic substances,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,20C-21C,Web,high
T. Alexander Aleinikoff,Migration Law Theory,,Legal frameworks governing immigration and membership,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,DB,high
T. Alexander Aleinikoff,Semblances of Sovereignty,,Immigration and citizenship reveal the limits of constitutional sovereignty,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",21C,Knowledge,high
T. Alexander Aleinikoff,The Arc of Protection,,Reimagining the international refugee regime around solidarity,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",21C,Knowledge,med
T. Alexander Aleinikoff,Citizenship and Membership Theory,,Membership rather than territory grounds belonging claims,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,Knowledge,med
Sheila Foster,Environmental Justice Law Theory,,Law addressing unequal environmental burdens on communities,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,21C,DB,high
Sheila Foster,The City as a Commons,,Urban resources governed as shared collaborative commons,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,21C,Knowledge,high
Sheila Foster,Co-City and Urban Commoning,,Collaborative governance pooling residents institutions and resources,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,21C,Knowledge,med
Sheila Foster,Distributive Environmental Justice,,Fair allocation of environmental risks across populations,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,21C,Knowledge,med
Lee Epstein,Behavioral Political Science (Legal),,Empirical analysis of judicial behavior and decision-making,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,20C-21C,DB,high
Lee Epstein,The Choices Justices Make,,Justices act strategically within institutional constraints,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,20C-21C,Knowledge,high
Lee Epstein,Empirical Legal Studies,,Quantitative data methods applied to legal questions,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,21C,Knowledge,high
Lee Epstein,Strategic Model of Judicial Decision-Making,,Judges weigh colleagues institutions and consequences,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,20C-21C,Knowledge,med
